legacy_fact_id,technical_topic,concise_factual_claim,classification,classification_reason,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,last_reviewed_date,human_technical_review_required,approved_for_publication
LEGACY-0591,Die-bore roughness can increase resistance.,Die-bore roughness can increase resistance.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0592,Die-bore dimensional change matters.,Die-bore dimensional change matters.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0593,Product buildup can narrow the effective bore.,Product buildup can narrow the effective bore.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0594,Moisture can change wall friction.,Moisture can change wall friction.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0595,Heat can increase binding.,Heat can increase binding.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0596,Press speed affects ejection dynamics.,Press speed affects ejection dynamics.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0597,Compression force can increase radial pressure.,Compression force can increase radial pressure.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0598,Dwell time influences deformation.,Dwell time influences deformation.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0599,Elastic recovery can increase die-wall pressure.,Elastic recovery can increase die-wall pressure.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0600,Granule size affects lubrication and contact.,Granule size affects lubrication and contact.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0601,Binder type can influence tackiness.,Binder type can influence tackiness.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0602,Feed variation can change tablet density.,Feed variation can change tablet density.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0603,Die taper or geometry matters.,Die taper or geometry matters.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0604,Punch-die alignment affects binding.,Punch-die alignment affects binding.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
LEGACY-0605,Station-specific binding suggests local die or press issues.,Station-specific binding suggests local die or press issues.,Generic filler,"The card substitutes a topic label into a repeated template; it does not state a discrete, source-supported engineering fact.",Rejected during recovery audit; not approved for publication.,"A page-specific, source-supported claim would be required.",solutions/tablet-binding.html,No source supplied in legacy card,2026-08-07,Yes,No
